City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,rikaze,29.25,88.8833,16.02,55,92,1.3,CN,1691028858
298,mount pleasant,32.7941,-79.8626,26.67,73,0,3.09,US,1691028858
299,pointe-noire,-4.7761,11.8635,21.04,88,100,1.54,CG,1691028339
300,aleksandrov gay,50.147,48.5704,25.11,44,100,4.6,RU,1691028858
301,perelyub,51.8667,50.3667,21.77,51,94,2.2,RU,1691028858
302,hami,42.8,93.45,33.12,19,0,6.59,CN,1691028356
303,severobaykal'sk,55.65,109.3167,17.69,72,100,1.25,RU,1691028858
304,karratha,-20.7377,116.8463,23.0,70,100,2.42,AU,1691028350
305,la'ie,21.6477,-157.9253,30.98,67,4,7.76,US,1691028309
306,dimbokro,6.6451,-4.7048,22.16,98,100,2.03,CI,1691028859
307,dali,25.7,100.1833,19.99,83,97,0.55,CN,1691028859
308,arkhangel'sk,64.5401,40.5433,17.15,81,98,1.66,RU,1691028859
309,broome,42.2506,-75.833,19.21,77,0,2.06,US,1691028775
310,ciudad lazaro cardenas,17.9583,-102.2,28.08,81,100,1.55,MX,1691028859
311,khao wong,16.7001,104.0902,24.19,96,100,4.91,TH,1691028859
312,shache,38.4167,77.2406,29.49,23,100,1.83,CN,1691028859
313,kashgar,39.4547,75.9797,28.04,23,11,3.38,CN,1691028859
314,santa marta,11.2408,-74.199,28.83,84,0,1.34,CO,1691028817
315,sao tome,0.3365,6.7273,22.99,77,90,2.42,ST,1691028859
316,lockwood,45.8191,-108.4149,25.72,44,75,6.17,US,1691028789
317,shambu,9.5667,37.1,10.08,92,98,0.52,ET,1691028860
318,kribi,2.95,9.9167,23.82,86,100,2.53,CM,1691028860
319,saida,34.8303,0.1517,18.88,27,0,1.61,DZ,1691028860
320,xining,36.6167,101.7667,22.19,55,100,1.33,CN,1691028358
321,charters towers,-20.1,146.2667,23.28,42,6,7.3,AU,1691028860
322,berdigestyakh,62.0989,126.6992,18.98,51,100,1.01,RU,1691028860
323,tofol,5.3248,163.0078,28.62,73,10,4.2,FM,1691028335
324,mount isa,-20.7333,139.5,25.87,38,5,7.72,AU,1691028326
325,ormara,25.2088,64.6357,27.55,81,45,4.7,PK,1691028860
326,heroica matamoros,25.8833,-97.5,30.94,73,0,6.69,MX,1691028858
327,solleftea,63.1667,17.2667,14.92,95,100,1.79,SE,1691028861
328,al bayda,32.7627,21.7551,23.09,51,0,1.87,LY,1691028861
329,thakurganj,26.45,88.1333,28.12,83,100,5.78,IN,1691028861
330,cape canaveral,28.4058,-80.6048,29.43,81,0,2.06,US,1691028747
331,susuman,62.7833,148.1667,14.96,43,93,7.55,RU,1691028329
332,noosa heads,-26.3833,153.15,21.85,53,0,6.32,AU,1691028367
333,porto barra do ivinheima,-22.9667,-53.6667,19.3,49,0,1.36,BR,1691028861
334,kumagunnam,13.1551,10.6342,28.5,58,93,4.9,NG,1691028861
335,hirara,24.8,125.2833,26.15,100,75,22.12,JP,1691028358
336,shuangjiang,26.1547,109.7138,24.33,85,100,0.82,CN,1691028862
337,paso de carrasco,-34.8603,-56.0522,13.47,67,100,8.23,UY,1691028862
338,val-d'or,48.1002,-77.7828,16.05,94,100,5.66,CA,1691028862
339,aktau,43.65,51.2,25.32,47,8,4.27,KZ,1691028862
340,flin flon,54.7682,-101.865,20.63,59,86,2.45,CA,1691028795
341,kosh-agach,50.0,88.6667,17.7,41,62,0.46,RU,1691028862
342,balqash,46.8481,74.995,23.33,53,0,3.0,KZ,1691028862
343,tabuk,17.4189,121.4443,24.75,94,100,0.85,PH,1691028862
344,ghormach,35.7306,63.7826,28.07,23,0,1.86,AF,1691028863
345,ellsworth,44.5434,-68.4195,17.38,87,0,2.57,US,1691028863
346,homer,59.6425,-151.5483,21.69,77,0,7.72,US,1691028605
347,cavalaire-sur-mer,43.174,6.5272,25.4,67,0,0.89,FR,1691028863
348,lander,42.833,-108.7307,19.33,79,40,0.0,US,1691028863
349,bel ombre,-4.6167,55.4167,25.91,83,40,4.63,SC,1691028345
350,pandan,14.0453,124.1694,30.81,67,100,5.95,PH,1691028772
351,zhezqazghan,47.7833,67.7667,21.32,40,0,2.0,KZ,1691028864
352,lyuban',52.7985,28.0048,14.65,94,0,1.86,BY,1691028864
353,mahina,-17.5065,-149.489,27.87,65,75,4.63,PF,1691028864
354,constantia,44.1833,28.65,19.38,75,0,3.95,RO,1691028246
355,gurupa,-1.405,-51.64,24.98,73,47,0.99,BR,1691028864
356,moroni,-11.7022,43.2551,23.66,78,34,8.19,KM,1691028864
357,timimoun,29.2639,0.231,34.21,10,0,5.14,DZ,1691028865
358,xilin hot,43.9667,116.0333,30.86,38,83,7.86,CN,1691028323
359,santarem,-2.4431,-54.7083,29.07,84,0,2.06,BR,1691028865
360,nedumangad,8.6,77.0,26.6,89,40,3.09,IN,1691028865
361,broken hill,-31.95,141.4333,19.79,29,95,7.14,AU,1691028353
362,east london,-33.0153,27.9116,15.67,37,0,3.85,ZA,1691028316
363,christchurch,-43.5333,172.6333,10.18,80,100,4.12,NZ,1691028709
364,cumana,10.4635,-64.1775,26.5,84,92,3.64,VE,1691028865
365,kununurra,-15.7667,128.7333,28.99,26,0,4.63,AU,1691028774
366,usogorsk,63.4106,48.6872,17.99,77,38,1.55,RU,1691028799
367,warrnambool,-38.3833,142.4833,17.96,60,100,8.24,AU,1691028685
368,mentekab,3.4854,102.3484,28.86,92,76,1.34,MY,1691028866
369,vitry-le-francois,48.7333,4.5833,17.23,84,100,10.37,FR,1691028866
370,serafimovich,49.5786,42.736,20.84,75,25,1.12,RU,1691028866
371,ulaangom,49.9811,92.0667,22.35,44,2,1.41,MN,1691028866
372,namtsy,62.7161,129.6658,23.0,36,45,0.79,RU,1691028866
373,taro,-8.3862,115.28,24.0,63,54,1.0,ID,1691028866
374,nuuk,64.1835,-51.7216,7.34,93,100,1.03,GL,1691028867
375,hotan,37.0997,79.9269,27.53,29,96,10.06,CN,1691028808
376,mata-utu,-13.2816,-176.1745,27.56,77,9,7.0,WF,1691028068
377,sabang,5.8933,95.3214,28.47,74,100,9.24,ID,1691028867
378,trincomalee,8.5711,81.2335,27.45,76,12,9.83,LK,1691028329
379,awjilah,29.1081,21.2869,27.59,46,0,3.99,LY,1691028797
380,al jawf,29.5,38.75,25.64,31,0,5.8,SA,1691028867
381,kourou,5.1552,-52.6478,25.03,87,30,3.87,GF,1691028867
382,jackson,42.4165,-122.8345,32.93,27,0,7.2,US,1691028867
383,tamarin,-20.3256,57.3706,23.31,81,76,5.01,MU,1691028685
384,peterhead,57.5058,-1.7981,13.22,95,100,8.95,GB,1691028868
385,san juan del sur,11.2529,-85.8705,26.95,81,100,6.65,NI,1691028868
386,ponta delgada,37.7333,-25.6667,23.4,88,20,0.51,PT,1691028868
387,mossel bay,-34.1831,22.146,14.96,39,15,3.06,ZA,1691028793
388,sredets,42.3475,27.179,22.06,64,4,0.66,BG,1691028868
389,sheridan,44.8333,-106.9173,24.83,51,20,2.06,US,1691028869
390,mabama,-5.1333,32.5333,20.5,50,100,3.49,TZ,1691028869
391,prainha,-1.8,-53.48,26.16,69,57,1.33,BR,1691028869
392,chegdomyn,51.1167,133.0167,23.34,46,74,1.71,RU,1691028869
393,el porvenir,13.7617,-87.3458,25.63,93,100,1.38,HN,1691028869
394,kavaratti,10.5669,72.642,28.21,77,100,6.65,IN,1691028338
395,zhangye,38.9342,100.4517,20.97,51,100,6.04,CN,1691028574
396,lepsy,46.235,78.9456,29.29,29,0,7.61,KZ,1691028870
397,ancud,-41.8697,-73.8203,3.89,78,8,1.65,CL,1691028337
398,malanje,-9.5402,16.341,17.35,30,57,1.54,AO,1691028870
399,belalcazar,2.6547,-75.9928,13.68,96,43,1.32,CO,1691028870
400,kulhudhuffushi,6.6221,73.07,27.9,74,53,4.29,MV,1691028870
401,idrinskoye,54.3708,92.1358,24.34,56,2,1.02,RU,1691028870
402,nagqu,31.5,92.0,9.0,80,99,0.25,CN,1691028870
403,chui,-33.6971,-53.4616,14.79,77,91,6.92,UY,1691028870
404,new plymouth,-39.0667,174.0833,9.06,39,1,1.59,NZ,1691028636
405,hammerfest,70.6634,23.6821,21.25,64,100,6.17,NO,1691028338
406,shalqar,47.8333,59.6,24.03,44,0,3.92,KZ,1691028870
407,yambio,4.5721,28.3955,18.37,94,59,2.14,SS,1691028871
408,lesosibirsk,58.2358,92.4828,23.37,66,48,1.67,RU,1691028871
409,hazorasp,41.3194,61.0742,24.91,21,0,4.49,UZ,1691028871
410,abaza,52.655,90.0928,22.47,60,75,0.33,RU,1691028871
411,bargaal,11.2864,51.0773,29.93,50,96,13.1,SO,1691028871
412,nemuro,43.3236,145.575,20.93,81,100,8.15,JP,1691028318
413,ocean city,39.2776,-74.5746,22.21,74,58,1.34,US,1691028797
414,novyy urgal,51.0736,132.5642,22.58,48,86,1.95,RU,1691028871
415,punta alta,-38.8759,-62.0736,6.15,65,5,0.62,AR,1691028778
416,katsuura,35.1333,140.3,29.1,73,98,6.22,JP,1691028803
417,itsa,29.2376,30.7894,25.94,56,0,3.64,EG,1691028871
418,medina,24.4686,39.6142,31.24,18,0,2.06,SA,1691028281
419,abuja,9.0574,7.4898,21.23,98,94,1.22,NG,1691028872
420,cabo san lucas,22.8909,-109.9124,33.67,62,0,8.23,MX,1691028603
421,urumqi,43.801,87.6005,27.53,30,0,7.0,CN,1691028748
422,port augusta,-32.5,137.7667,21.8,31,100,10.58,AU,1691028781
423,hazaribagh,23.9833,85.35,22.89,97,100,6.76,IN,1691028872
424,les cayes,18.2,-73.75,26.77,83,10,1.66,HT,1691028772
425,zhumysker,49.3333,49.4,26.14,36,100,3.57,KZ,1691028873
426,griffin,33.2468,-84.2641,28.11,70,0,3.09,US,1691028573
427,jurm,36.8648,70.8342,23.51,33,0,0.29,AF,1691028873
428,taltal,-25.4,-70.4833,13.26,91,58,1.19,CL,1691028055
429,quellon,-43.1167,-73.6167,4.14,81,75,1.54,CL,1691028371
430,praia da vitoria,38.7333,-27.0667,24.31,100,75,6.39,PT,1691028788
431,tavda,58.0425,65.2726,17.21,94,12,2.46,RU,1691028873
432,les anglais,18.3054,-74.2197,27.55,81,27,0.91,HT,1691028873
433,mingguang,32.7802,117.9638,31.1,66,6,3.42,CN,1691028874
434,shimoda,34.6667,138.95,34.5,67,1,4.41,JP,1691028334
435,alice springs,-23.7,133.8833,24.75,23,2,6.69,AU,1691028351
436,puerto aysen,-45.4,-72.7,3.79,100,100,2.29,CL,1691028323
437,mahabad,36.7631,45.7222,21.52,25,0,0.98,IR,1691028874
438,mogocha,53.7333,119.7667,22.01,35,61,3.55,RU,1691028356
439,los fresnos,26.0717,-97.4764,30.99,78,0,6.69,US,1691028874
440,shimanovsk,52.0,127.7,24.13,29,100,3.65,RU,1691028874
441,khamis mushait,18.3064,42.7292,19.58,59,0,0.0,SA,1691028874
442,kayenta,36.7278,-110.2546,21.44,52,97,9.78,US,1691028874
443,nehe,48.4833,124.8333,17.54,71,100,5.55,CN,1691028874
444,imuris,30.7833,-110.8667,33.27,27,0,3.83,MX,1691028874
445,ataq,14.5377,46.8319,26.28,42,98,3.0,YE,1691028335
446,pacific grove,36.6177,-121.9166,20.67,83,75,4.63,US,1691028363
447,arno,60.1167,18.6333,15.99,94,51,2.39,SE,1691028875
448,sabzevar,36.2126,57.6819,27.41,24,0,1.64,IR,1691028875
449,kuching,1.55,110.3333,27.24,86,40,2.68,MY,1691028808
450,massawa,15.6097,39.45,34.73,50,100,0.91,ER,1691028875
451,severodvinsk,64.5635,39.8302,16.37,83,100,2.17,RU,1691028875
452,arauca,7.0847,-70.7591,23.98,94,40,1.54,CO,1691028875
453,port saint john's,-31.6229,29.5448,14.01,68,0,3.41,ZA,1691028337
454,cidreira,-30.1811,-50.2056,18.53,88,15,2.42,BR,1691028317
455,katsuren-haebaru,26.3369,127.8719,28.01,94,100,14.83,JP,1691028796
456,kuta,-8.7233,115.1723,27.97,78,20,5.36,ID,1691028649
457,paulista florida,-21.6,-51.2,19.57,40,0,2.28,BR,1691028875
458,fonte boa,-2.4959,-66.2662,23.56,96,93,0.46,BR,1691028875
459,aasiaat,68.7098,-52.8699,3.25,92,100,1.19,GL,1691028317
460,kuznetsk,53.1167,46.6004,17.68,88,99,2.49,RU,1691028876
461,chibougamau,49.9168,-74.3659,16.79,59,0,3.09,CA,1691028142
462,as sulayyil,20.4607,45.5779,33.14,13,47,7.53,SA,1691028358
463,maceio,-9.6658,-35.7353,22.69,100,100,1.03,BR,1691028876
464,margate,51.3813,1.3862,16.06,93,100,3.58,GB,1691028340
465,itoman,26.1247,127.6694,28.01,89,75,15.95,JP,1691028876
466,g'uzor,38.6214,66.2522,27.02,24,0,2.13,UZ,1691028876
467,beroroha,-21.6667,45.1667,16.0,80,0,2.11,MG,1691028876
468,yanam,16.7333,82.2167,27.72,75,100,4.88,IN,1691028360
469,sandnessjoen,66.0217,12.6316,14.29,90,100,4.42,NO,1691028876
470,aras-asan,8.8908,126.3033,30.07,67,61,1.12,PH,1691028876
471,ilomantsi,62.6716,30.9328,18.16,99,100,1.15,FI,1691028876
472,bol,13.4586,14.7147,27.02,79,55,5.76,TD,1691028877
473,ath thawrah,35.8469,38.5443,25.14,61,0,8.64,SY,1691028877
474,sao vicente,-23.9631,-46.3919,26.26,64,0,1.45,BR,1691028877
475,san juan de uraba,8.7592,-76.5297,26.9,82,0,2.2,CO,1691028877
476,moscow,55.7522,37.6156,19.1,87,66,1.53,RU,1691028497
477,ribas do rio pardo,-20.4431,-53.7592,21.06,38,0,1.2,BR,1691028877
478,busselton,-33.65,115.3333,10.85,70,38,3.97,AU,1691028877
479,fort mcmurray,56.7268,-111.381,20.77,68,0,1.54,CA,1691028749
480,nieuw amsterdam,5.8833,-55.0833,27.79,84,92,2.44,SR,1691028877
481,cova figueira,14.8905,-24.2934,23.04,85,33,4.65,CV,1691028323
482,kuala lumpur,3.1431,101.6865,30.7,77,80,1.18,MY,1691028808
483,lorengau,-2.0226,147.2712,29.11,70,98,6.52,PG,1691028878
484,camaqua,-30.8511,-51.8122,18.29,91,15,2.18,BR,1691028878
485,bredy,52.4153,60.3411,18.43,82,5,2.69,RU,1691028878
486,rakops,-21.0167,24.3333,12.15,68,2,6.16,BW,1691028878
487,bouar,5.934,15.596,18.74,94,100,0.99,CF,1691028878
488,hailar,49.2,119.7,15.12,88,100,11.4,CN,1691028350
489,holualoa,19.6228,-155.9522,25.91,80,100,4.63,US,1691028308
490,mesudiye,40.4625,37.7725,17.52,66,0,0.92,TR,1691028878
491,rundu,-17.9333,19.7667,13.08,51,2,3.22,NA,1691028878
492,bethanie,-26.4833,17.15,12.16,31,0,3.23,NA,1691028878
493,jayapura,-2.5333,140.7,28.66,74,95,0.95,ID,1691028327
494,palikir - national government center,6.9248,158.1611,31.41,70,75,2.57,FM,1691028879
495,santa elena de uairen,4.6167,-61.1333,19.7,91,94,0.35,VE,1691028773
496,okhotsk,59.3833,143.3,19.64,49,100,4.12,RU,1691028879
497,kolonia town,6.964,158.206,32.0,70,75,2.57,FM,1691028308
498,sainte-anne-des-monts,49.124,-66.4924,15.93,63,78,3.6,CA,1691028879
499,kolpashevo,58.3131,82.9089,19.53,87,99,2.46,RU,1691028879
500,choyr,46.3611,108.3611,20.78,60,18,9.05,MN,1691028793
501,bardai,11.65,7.2333,21.78,93,91,3.63,NG,1691028774
502,tazovsky,67.4667,78.7,13.64,58,11,4.56,RU,1691028339
503,saint-philippe,-21.3585,55.7679,20.77,86,62,4.18,RE,1691028313
504,nuku'alofa,-21.1333,-175.2,24.19,69,40,7.2,TO,1691028879
505,lamar,33.6668,-95.5836,32.58,34,13,1.89,US,1691028879
506,'alaqahdari dishu,30.4374,63.313,29.19,19,0,6.83,AF,1691028778
507,shevchenko,48.5,35.0,21.04,72,95,2.0,UA,1691028879
508,san fernando,15.0286,120.6898,30.85,84,98,5.0,PH,1691028880
509,maun,-19.9833,23.4167,13.98,54,0,4.63,BW,1691028816
510,bontang,0.1333,117.5,28.22,74,10,2.77,ID,1691028880
511,cole harbour,44.6724,-63.4751,15.66,83,0,2.57,CA,1691028880
512,puerto maldonado,-12.6,-69.1833,23.9,53,0,0.05,PE,1691028880
513,esmeraldas,-19.7625,-44.3139,18.48,55,0,1.39,BR,1691028163
514,point pedro,9.8167,80.2333,28.21,76,34,7.26,LK,1691028880
515,brits,-25.6347,27.7802,8.43,76,0,1.87,ZA,1691028880
516,coquimbo,-29.9533,-71.3436,14.85,88,100,2.57,CL,1691028635
517,kemi,65.8596,24.8228,17.87,94,75,5.14,FI,1691028880
518,fada,9.5667,8.3,19.3,98,100,0.86,NG,1691028339
519,mahibadhoo,3.7833,72.9667,27.64,73,56,2.4,MV,1691028880
520,tazacorte,28.629,-17.9293,23.97,73,75,8.75,ES,1691028359
521,manggar,-2.8833,108.2667,28.74,73,86,6.26,ID,1691028806
522,garissa,-0.4536,39.6401,22.09,81,97,5.66,KE,1691028881
523,argo,37.6333,22.7333,24.32,55,0,1.84,GR,1691028369
524,coruripe,-10.1256,-36.1756,23.54,84,91,5.32,BR,1691028881
525,lata,40.1629,-8.3327,15.6,96,25,1.35,PT,1691028366
526,dickinson,29.4608,-95.0513,32.27,77,0,3.09,US,1691028881
527,maputo,-25.9653,32.5892,11.82,87,20,1.54,MZ,1691028881
528,kozhevnikovo,56.2589,83.9714,21.67,75,100,1.71,RU,1691028881
529,kirakira,-10.4544,161.9205,25.36,91,100,6.73,SB,1691028341
530,beinamar,8.6698,15.3813,21.79,95,100,1.46,TD,1691028881
531,kingston,17.997,-76.7936,30.53,83,40,6.17,JM,1691028171
532,pangai,-19.8,-174.35,23.06,88,75,8.23,TO,1691028882
533,suntar,62.1444,117.6319,23.9,37,1,1.72,RU,1691028369
534,nova vicosa,-17.8919,-39.3719,20.17,80,0,2.03,BR,1691028545
535,huarmey,-10.0681,-78.1522,19.41,83,29,3.51,PE,1691028310
536,sao joao de pirabas,-0.7747,-47.1772,25.34,85,23,3.31,BR,1691028882
537,turkmenbasy,40.0222,52.9552,24.43,78,0,3.09,TM,1691028882
538,solnechnyy,50.7214,136.6319,20.04,51,60,3.86,RU,1691028781
539,carbonear,47.7332,-53.2148,17.57,92,100,3.4,CA,1691028882
540,port alfred,-33.5906,26.891,16.17,43,0,4.05,ZA,1691028325
541,paraty,-23.2178,-44.7131,20.02,66,0,1.85,BR,1691028882
542,saint-francois,46.4154,3.9054,15.69,77,0,3.09,FR,1691028882
543,dellys,36.9172,3.9131,27.74,51,0,2.23,DZ,1691028883
544,dolores,-36.3132,-57.6792,7.64,71,66,2.87,AR,1691028883
545,kasulu,-4.5767,30.1025,19.95,47,86,1.6,TZ,1691028883
546,puerto armuelles,8.2833,-82.8667,27.83,70,100,1.34,PA,1691028334
547,pont rouge,48.8833,-72.0825,17.16,67,100,3.46,CA,1691028883
548,rabo de peixe,37.8,-25.5833,22.73,88,20,2.57,PT,1691028326
549,ratnagiri,16.9833,73.3,26.13,85,100,6.96,IN,1691028883
550,acapulco de juarez,16.8634,-99.8901,29.9,66,100,3.09,MX,1691028798
551,geraldton,-28.7667,114.6,13.23,82,40,4.63,AU,1691028051
552,agaro,7.85,36.65,14.97,98,100,0.71,ET,1691028883
553,al jahra',29.3375,47.6581,38.68,13,0,5.82,KW,1691028883
554,sinop,41.7711,34.8709,18.59,78,6,0.71,TR,1691028883
555,kayangel,8.0823,134.7173,26.92,80,99,2.53,PW,1691028329
556,makoua,0.0069,15.6333,23.77,72,99,1.16,CG,1691028884
557,dehdasht,30.7949,50.5646,30.13,16,0,1.52,IR,1691028884
558,ponoka,52.6768,-113.5815,22.72,61,31,5.75,CA,1691028773
559,arizona city,32.7559,-111.671,39.36,22,25,5.04,US,1691028884
560,kamina,-8.7386,24.9906,15.57,48,5,2.01,CD,1691028884
561,pljevlja,43.3333,19.3333,14.84,90,0,2.02,ME,1691028884
562,nosy varika,-20.5833,48.5333,19.46,88,94,4.97,MG,1691028884
563,minjur,13.2667,80.2667,30.01,60,100,6.52,IN,1691028884
564,coshocton,40.272,-81.8596,21.14,93,83,0.89,US,1691028737
565,gulf shores,30.246,-87.7008,30.04,70,0,0.0,US,1691028343
566,chasong,41.4608,126.6414,26.94,72,100,3.22,KP,1691028884
567,barcelos,41.5388,-8.6151,16.58,94,2,2.33,PT,1691028885
568,as safirah,36.077,37.3725,23.32,79,0,5.92,SY,1691028885
569,mayna,54.1135,47.6231,17.54,62,16,1.46,RU,1691028885
570,labrador city,52.9463,-66.9114,10.95,87,75,1.03,CA,1691028345
571,neunkirchen,49.35,7.1833,16.8,81,75,11.32,DE,1691028885
572,northam,51.0333,-4.2167,16.33,93,98,6.9,GB,1691028366
573,tura,25.5198,90.2201,25.71,87,100,2.9,IN,1691028337
574,kiunga,-6.1219,141.2906,27.48,68,95,2.33,PG,1691028371
575,beira,-19.8436,34.8389,20.05,93,75,6.26,MZ,1691028367
576,gaiman,-43.2897,-65.4929,6.81,37,0,9.61,AR,1691028885
577,plymouth,41.8334,-70.8328,19.43,74,0,0.0,US,1691028885
578,hanover,52.3705,9.7332,17.21,91,20,4.63,DE,1691028587
579,inirida,3.8653,-67.9239,23.54,96,100,0.85,CO,1691028885
580,cuamba,-14.8031,36.5372,13.17,89,0,2.69,MZ,1691028345
581,rioja,-29.4111,-66.8507,22.62,34,10,4.42,AR,1691028885
582,campbell river,50.0163,-125.2446,22.21,46,40,1.54,CA,1691028885
583,richards bay,-28.783,32.0377,13.57,81,0,3.36,ZA,1691028774
584,ust-tsilma,65.441,52.1498,18.29,66,12,1.41,RU,1691028887
585,pallasovka,50.05,46.8833,23.8,47,100,3.67,RU,1691028887
586,mwene-ditu,-7.0,23.45,19.03,38,0,2.25,CD,1691028887
587,naze,28.3667,129.4833,28.51,90,100,10.47,JP,1691028887
588,changling,44.2653,124.0005,26.88,87,100,5.42,CN,1691028887
589,midvagur,62.0511,-7.1939,10.46,93,100,9.77,FO,1691028786
590,al wafrah,28.6392,47.9306,34.93,11,0,5.88,KW,1691028887
591,san benito abad,8.929,-75.0271,26.01,87,0,2.73,CO,1691028887
592,pudasjarvi,65.3833,26.9167,17.03,97,100,3.83,FI,1691028887
593,kuanda,56.3161,116.0806,20.21,59,86,1.96,RU,1691028336
594,joao camara,-5.5375,-35.8197,21.32,96,6,3.45,BR,1691028683
595,shingu,33.7333,135.9833,30.36,67,70,2.98,JP,1691028346
